"Date","Price","Open","High","Low","Vol.","Change %"
"12/17/2023","1.0007","1.0010","1.0019","0.9993","1.13B","0.08%"
"12/24/2023","1.0005","1.0013","1.0015","0.9998","1.13B","-0.02%"
"12/31/2023","1.0005","1.0005","1.0064","0.9998","1.12B","0.00%"
"01/07/2024","1.0000","1.0005","1.0011","0.9992","1.90B","-0.05%"
"01/14/2024","1.0004","1.0000","1.0014","0.9984","1.10B","0.04%"
"01/21/2024","1.0001","1.0004","1.0018","0.9990","1.17B","-0.03%"
"01/28/2024","0.9999","1.0001","1.0008","0.9993","912.76M","-0.03%"
"02/04/2024","1.0000","0.9999","1.0008","0.9990","1.34B","0.02%"
"02/11/2024","0.9999","1.0000","1.0013","0.9978","1.34B","-0.01%"
"02/18/2024","1.0004","0.9999","1.0005","0.9985","1.18B","0.05%"
"02/25/2024","1.0003","1.0004","1.0015","0.9980","1.97B","-0.02%"
"03/03/2024","1.0006","1.0003","1.0023","0.9973","2.44B","0.03%"
"03/10/2024","0.9991","1.0006","1.0006","0.9968","2.59B","-0.14%"
"03/17/2024","1.0003","0.9991","1.0011","0.9978","1.76B","0.11%"
"03/24/2024","1.0004","1.0003","1.0010","0.9985","1.22B","0.02%"
"03/31/2024","1.0003","1.0004","1.0010","0.9996","1.46B","-0.02%"
"04/07/2024","1.0011","1.0003","1.0026","0.9991","1.22B","0.08%"
"04/14/2024","1.0004","1.0011","1.0016","0.9999","3.04B","-0.07%"
"04/21/2024","0.9996","1.0004","1.0007","0.9991","2.63B","-0.08%"
"04/28/2024","1.0002","0.9996","1.0009","0.9987","2.44B","0.06%"
"05/05/2024","1.0001","1.0002","1.0006","0.9997","1.77B","0.00%"
"05/12/2024","1.0002","1.0001","1.0008","0.9994","1.77B","0.01%"
"05/19/2024","0.9999","1.0002","1.0006","0.9989","2.48B","-0.03%"
"05/26/2024","0.9993","0.9999","1.0001","0.9986","1.82B","-0.07%"
"06/02/2024","0.9999","0.9993","1.0002","0.9989","1.83B","0.07%"
"06/09/2024","0.9994","0.9999","1.0002","0.9991","1.88B","-0.05%"
"06/16/2024","0.9999","0.9994","1.0001","0.9992","2.15B","0.04%"
"06/23/2024","0.9985","0.9999","1.0000","0.9981","3.90B","-0.14%"
"06/30/2024","1.0004","0.9985","1.0005","0.9974","2.59B","0.19%"
"07/07/2024","1.0005","1.0004","1.0009","0.9999","1.83B","0.02%"
"07/14/2024","1.0003","1.0005","1.0010","0.9997","2.75B","-0.03%"
"07/21/2024","1.0002","1.0003","1.0006","0.9988","2.47B","-0.01%"
"07/28/2024","0.9996","1.0002","1.0002","0.9988","2.23B","-0.06%"
"08/04/2024","1.0002","0.9996","1.0011","0.9992","3.99B","0.07%"
"08/11/2024","1.0002","1.0002","1.0006","0.9999","3.02B","0.00%"
"08/18/2024","1.0004","1.0002","1.0012","0.9999","2.65B","0.01%"
"08/25/2024","1.0007","1.0004","1.0010","0.9998","2.37B","0.03%"
"09/01/2024","1.0007","1.0007","1.0010","0.9995","2.44B","0.01%"
"09/08/2024","1.0003","1.0007","1.0010","0.9998","2.36B","-0.05%"
"09/15/2024","1.0003","1.0003","1.0010","0.9999","1.94B","0.01%"
"09/22/2024","1.0003","1.0003","1.0008","0.9997","2.06B","-0.01%"
"09/29/2024","1.0001","1.0003","1.0004","0.9994","2.32B","-0.02%"
"10/06/2024","1.0002","1.0001","1.0003","0.9987","2.38B","0.02%"
"10/13/2024","0.9998","1.0002","1.0005","0.9991","2.61B","-0.04%"
"10/20/2024","0.9989","0.9998","0.9999","0.9971","5.29B","-0.09%"
"10/27/2024","0.9997","0.9989","1.0000","0.9984","3.14B","0.09%"
"11/03/2024","1.0004","0.9997","1.0014","0.9991","5.51B","0.06%"
"11/10/2024","1.0004","1.0004","1.0024","0.9997","7.95B","0.00%"
"11/17/2024","1.0005","1.0003","1.0020","0.9998","8.64B","0.02%"
"11/24/2024","1.0006","1.0005","1.0015","0.9994","5.18B","0.01%"
"12/01/2024","1.0008","1.0006","1.0024","0.9997","7.03B","0.02%"
"12/08/2024","0.9997","1.0008","1.0011","0.9993","8.10B","-0.11%"
"12/15/2024","0.9995","0.9997","1.0003","0.9980","8.86B","-0.03%"
"12/22/2024","0.9984","0.9995","0.9996","0.9981","5.14B","-0.11%"
"12/29/2024","0.9999","0.9984","1.0000","0.9976","4.65B","0.16%"
"01/05/2025","0.9996","0.9999","1.0007","0.9992","4.68B","-0.04%"
"01/12/2025","0.9990","0.9997","1.0007","0.9987","5.02B","-0.06%"
"01/19/2025","0.9998","0.9990","1.0006","0.9981","7.40B","0.09%"
"01/26/2025","0.9998","0.9998","1.0003","0.9993","4.49B","-0.01%"
"02/02/2025","1.0002","0.9998","1.0019","0.9991","7.99B","0.04%"
"02/09/2025","1.0002","1.0002","1.0004","0.9998","3.93B","0.00%"
"02/16/2025","1.0001","1.0002","1.0005","0.9991","4.26B","-0.01%"
"02/23/2025","1.0004","1.0001","1.0013","0.9994","5.46B","0.03%"
"03/02/2025","1.0006","1.0004","1.0011","0.9994","4.26B","0.02%"
"03/09/2025","1.0001","1.0006","1.0016","0.9995","4.09B","-0.05%"
"03/16/2025","1.0000","1.0001","1.0005","0.9995","2.75B","-0.02%"
"03/23/2025","1.0003","1.0000","1.0006","0.9995","2.63B","0.04%"
"03/30/2025","0.9998","1.0003","1.0008","0.9994","2.54B","-0.05%"
"04/06/2025","0.9999","0.9999","1.0000","0.9989","2.48B","0.01%"
